Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
03/13/1998,The Man in the Iron Mask,"In 1662 France, three musketeers band together to replace King Louis XIV with his twin, hidden at birth and imprisoned for six years while disguised.",Randall Wallace,"Leonardo DiCaprio,
Jeremy Irons,
John Malkovich",Nick Glennie-Smith,
03/20/1998,Primary Colors,A young political idealist is recruited to join the political campaign of a charismatic but unfaithful Southern governor for a Presidential nomination.,Mike Nichols,"John Travolta,
Emma Thompson,
Billy Bob Thornton",Ry Cooder,
03/20/1998,Wild Things,"In Miami, a police detective exposes a conspiracy when a guidance counselor is accused of rape by two high school girls, one rich, one an outcast.",John McNaughton,"Kevin Bacon,
Matt Dillon,
Neve Campbell",George S. Clinton,
03/27/1998,Meet the Deedles,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,Steve Boyum,"Paul Walker,
Steve Van Wormer,
John Ashton",Steve Bartek,
03/27/1998,The Newton Boys,"In 1920s Texas, a family of four brothers become successful bank robbers due to proper planning and minimal violence. A train robbery goes poorly.",Richard Linklater,"Matthew McConaughey,
Ethan Hawke,
Skeet Ulrich",Edward D. Barnes,
04/03/1998,Lost in Space,"The Robinson family goes into space to fight for a chance for humanity, but, after sabotage, must fight long enough to find a way home.",Stephen Hopkins,"Gary Oldman,
William Hurt,
Matt LeBlanc",Bruce Broughton,
04/03/1998,Mercury Rising,Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.,Harold Becker,"Bruce Willis,
Alec Baldwin,
Miko Hughes","John Barry,
Carter Burwell",
04/08/1998,The Players Club,Single mother Diamond dances at a raunchy club for Dollar Bill after meeting Ronnie and Trick. Her cousin Ebony joins her but quickly loses control.,Ice Cube,"LisaRaye,
Bernie Mac,
Monica Calhoun",Frank Fitzpatrick,
04/10/1998,3 Ninjas: High Noon at Mega Mountain,"Brothers Rocky, Colt, and Tum Tum fight to save Dave Dragon, star of a cancelled TV show, at the Mega Mountain amusement park from criminals.",Sean McNamara,"Hulk Hogan,
Loni Anderson,
Victor Wong",John Coda,3 Ninjas 4
04/10/1998,City of Angels,A guardian angel who watches over L.A. citizens is captivated by a strong-willed heart surgeon. He trades his pure existence for a mortal life with her.,Brad Silberling,"Nicolas Cage,
Meg Ryan,
Dennis Franz",Gabriel Yared,
04/17/1998,Major League: Back to the Minors,"Aging pitcher Gus Cantrell is recruited to take the role of managing the Buzz, the Minnesota Twins' AAA team. He tries to help a dysfunctional team.",John Warren,"Corbin Bernsen,
Scott Bakula,
Bob Uecker",Robert Folk,Major League 3
04/17/1998,The Object of My Affection,A pregnant New York City social worker begins to develop romantic feelings for her gay best friend. She decides she wants to raise her child with him.,Nicholas Hytner,"Jennifer Aniston,
Paul Rudd,
John Pankow",George Fenton,
04/24/1998,Sliding Doors,"A London woman's love and job hinge on whether or not she takes a train. In one path, she catches her cheating husband. In a second, she fails to.",Peter Howitt,"Gwyneth Paltrow,
John Hannah,
John Lynch",David Hirschfelder,
05/01/1998,He Got Game,"Jake, in prison for killing his wife, is released on parole for a week by a governor to persuade his talented son to play basketball for his alma mater.",Spike Lee,"Denzel Washington,
Ray Allen,
Milla Jovovich",N/A,
05/08/1998,Deep Impact,"A comet hurtles toward Earth. A crack reporter forces the President to announce a plan, while an astronaut team land on the comet and lay bombs.",Mimi Leder,"Robert Duvall,
Téa Leoni,
Elijah Wood",James Horner,
05/15/1998,Bulworth,A liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters through hip-hop music and culture.,Warren Beatty,"Warren Beatty,
Halle Berry,
Don Cheadle",Ennio Morricone,
05/15/1998,The Horse Whisperer,The mother of a teenage girl traumatized after an accident that killed her best friend enlists the aid of a unique horse trainer to help the girl's horse.,Robert Redford,"Robert Redford,
Kristin Scott Thomas,
Scarlett Johansson","Thomas Newman,
Gwil Owen",
05/20/1998,Godzilla,"A giant, reptilian monster leaves destruction as it strides into New York City. An earthworm scientist and his reporter ex-girlfriend try to save their city.",Roland Emmerich,"Matthew Broderick,
Jean Reno,
Maria Pitillo",David Arnold,
05/22/1998,Fear and Loathing in Las Vegas,"In 1971, an oddball journalist and his big Samoan lawyer go to Las Vegas for a motorcycle race and to enjoy drugs and alcohol in their red convertible.",Terry Gilliam,"Johnny Depp,
Benicio del Toro,
Tobey Maguire",Ray Cooper,
05/29/1998,Almost Heroes,"In 1804, a foppish aristocrat and a loud tracker try to beat Lewis and Clark to the Pacific Ocean as they journey across America's western frontier.",Christopher Guest,"Chris Farley,
Matthew Perry,
Eugene Levy",Jeffrey C.J. Vanston,
05/29/1998,Hope Floats,"Birdee Calvert must choose between her morals and her heart after her husband divorces her, and a charming young man, who her daughter disapproves of, comes back into her life.",Forest Whitaker,"Sandra Bullock,
Harry Connick Jr.,
Gena Rowlands",Dave Grusin,
06/05/1998,A Perfect Murder,A wealthy Wall Street speculator discovers his wife has a lover. He investigates him and offers a reward to make him murder his wife.,Andrew Davis,"Michael Douglas,
Gwyneth Paltrow,
Viggo Mortensen",James Newton Howard,
06/05/1998,The Truman Show,"In a dome, an insurance salesman learns his life is a 24/7 reality show that has been manipulating every aspect of his life. He plans to leave for Fiji.",Peter Weir,"Jim Carrey,
Laura Linney,
Noah Emmerich","Burkhard Dallwitz,
Philip Glass,,
Wojciech Kilar",
06/12/1998,Can't Hardly Wait,"A high school class with an outsider, his four-year crush cheerleader, her jock boyfriend, a nerd, his best friend, and a wannabe thug party graduating.","Deborah Kaplan,
Harry Elfont","Ethan Embry,
Jennifer Love Hewitt,
Lauren Ambrose",David Kitay,
06/12/1998,Dirty Work,"Two friends start a revenge-for-hire business, and work to fund heart surgery for one's father. They soon regret working for a dishonest businessman.",Bob Saget,"Norm Macdonald,
Jack Warden,
Artie Lange",Richard Gibbs,
06/12/1998,"Six Days, Seven Nights",Magazine editor Robin and rough pilot Quinn put aside mutual hate to survive after they crash-land on a deserted South Seas island close to pirates.,Ivan Reitman,"Harrison Ford,
Anne Heche,
David Schwimmer","Randy Edelman,
Taj Mahal",
06/19/1998,Mulan,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Barry Cook,
Tony Bancroft","Ming-Na Wen,
Eddie Murphy,
BD Wong",Jerry Goldsmith,
06/19/1998,The X-Files,"Agents Mulder and Scully investigate a bombing of a building, fight the government in a conspiracy and learn about an alien colonization of Earth.",Rob Bowman,"David Duchovny,
Gillian Anderson,
Martin Landau",Mark Snow,
06/26/1998,Dr. Dolittle,A successful physician and devoted family man's suppressed ability to communicate with animals is suddenly reawakened with a vengeance.,Betty Thomas,"Eddie Murphy,
Ossie Davis,
Oliver Platt",Richard Gibbs,
06/26/1998,Out of Sight,"In Detroit, bank robber Jack looks for diamonds in a mansion as marshal Karen looks for yet falls for him. Vicious Maurice creates his own heist crew.",Steven Soderbergh,"George Clooney,
Jennifer Lopez,
Ving Rhames",David Holmes,
07/01/1998,Armageddon,"After learning a Texas-sized asteroid will hit Earth in 18 days, NASA recruits Harry Stamper's team of drillers that includes his daughter's fiancé A.J.",Michael Bay,"Bruce Willis,
Billy Bob Thornton,
Ben Affleck",Trevor Rabin,
07/10/1998,Lethal Weapon 4,LAPD captains Riggs and Murtaugh contend with Chinese triads aiming to free leaders from prison. Detective Butters joins the two but hides a secret.,Richard Donner,"Mel Gibson,
Danny Glover,
Joe Pesci","Michael Kamen,
Eric Clapton,
David Sanborn",
07/10/1998,Madeline,"In 1956 France, a young orphan uses her wit and craftiness to attempt to save her beloved school, making an unlikely new dog friend in the process.",Daisy von Scherler Mayer,"Hatty Jones,
Frances McDormand,
Nigel Hawthorne",Michel Legrand,
07/10/1998,Small Soldiers,"The toy factions of the Commando Elite and the Gorgonites are built with military microprocessors, putting the neighborhood in danger with violence.",Joe Dante,"Kirsten Dunst,
Gregory Smith,
Jay Mohr",Jerry Goldsmith,
07/15/1998,There's Something About Mary,"Ted still loves a dream girl from high school, so he hires a private investigator to track her down in Miami, but he too falls for her. A rivalry ensues.","Peter Farrelly,
Bobby Farrelly","Ben Stiller,
Cameron Diaz,
Matt Dillon",Jonathan Richman,
07/17/1998,The Mask of Zorro,"A young thief, seeking revenge for the death of his brother, is trained by the once great, but aged Zorro, who also pursues vengeance of his own.",Martin Campbell,"Antonio Banderas,
Anthony Hopkins,
Catherine Zeta-Jones",James Horner,
07/22/1998,Lolita,"In 1947, a middle-aged European professor takes a position in New Hampshire and falls in love with a 14-year-old girl he tells people is his daughter.",Adrian Lyne,"Jeremy Irons,
Dominique Swain,
Frank Langella",Ennio Morricone,
07/24/1998,Disturbing Behavior,"The new kid in Cradle Bay, Washington stumbles across something sinister about the town's transforming of its teens into upstanding citizens.",David Nutter,"James Marsden,
Katie Holmes,
Nick Stahl",Mark Snow,
07/24/1998,Saving Private Ryan,"After the U.S. storms Normandy, eight soldiers go behind German enemy lines to find a paratrooper whose three brothers have been killed in action.",Steven Spielberg,"Tom Hanks,
Edward Burns,
Matt Damon",John Williams,
07/29/1998,The Negotiator,"To prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in an office to gain time to find the truth.",F. Gary Gray,"Samuel L. Jackson,
Kevin Spacey,
David Morse",Graeme Revell,
07/29/1998,The Parent Trap,Identical twins Annie and Hallie separated at birth discover each other for the first time at summer camp and plan to reunite their parents.,Nancy Meyers,"Lindsay Lohan,
Dennis Quaid,
Natasha Richardson",Alan Silvestri,
07/31/1998,BASEketball,Two childhood friends are pro athletes of a hybrid of baseball and basketball and must deal with a greedy businessman scheming against them.,David Zucker,"Trey Parker,
Matt Stone,
Yasmine Bleeth",Ira Newborn,
07/31/1998,Ever After,"In 1512, Danielle is a servant of a stepmother and two stepsisters. Her path crosses that of a prince who has his own troubles, having to pick a bride.",Andy Tennant,"Drew Barrymore,
Anjelica Huston,
Dougray Scott",George Fenton,
08/05/1998,Halloween H20: 20 Years Later,"Hilcrest Academy headmistress Laurie has faked her death. Michael Myers finds her and terrorizes those she loves, like son John and boyfriend Will.",Steve Miner,"Jamie Lee Curtis,
Adam Arkin,
Michelle Williams","John Ottman,
Marco Beltrami",Halloween 7
08/07/1998,Snake Eyes,A shady police detective with a Navy best friend finds himself in the middle of a murder conspiracy at a major boxing match in an Atlantic City casino.,Brian De Palma,"Nicolas Cage,
Gary Sinise,
Carla Gugino",Ryuichi Sakamoto,
08/14/1998,How Stella Got Her Groove Back,"A successful 40-year-old San Francisco stock broker with a son takes a vacation to Jamaica, where she has a summer fling with a 20-year-old.",Kevin Rodney Sullivan,"Angela Bassett,
Taye Diggs,
Regina King",Michel Colombier,
08/14/1998,The Avengers,British agents Steed and Peel team up to stop an evil genius with a weather-changing machine that can end the world. One is suspected of sabotage.,Jeremiah S. Chechik,"Ralph Fiennes,
Uma Thurman,
Sean Connery",Joel McNeely,
08/21/1998,Blade,"A half-vampire, half-mortal man protects humans with his men and a hematologist. Deacon wants his special blood to summon an evil blood god.",Stephen Norrington,"Wesley Snipes,
Stephen Dorff,
Kris Kristofferson",Mark Isham,
08/21/1998,Wrongfully Accused,"Ryan is framed for murder so must prove himself innocent by finding a man with one eye, one arm, and one leg after escaping from a bus accident.",Pat Proft,"Leslie Nielsen,
Richard Crenna,
Kelly Le Brock",Bill Conti,
08/28/1998,54,"In 1979, 19-year-old Shane becomes a busboy at Studio 54, a famous gay nightclub in New York City. He meets a coat-check girl and her husband.",Mark Christopher,"Ryan Phillippe,
Salma Hayek,
Neve Campbell",Marco Beltrami,
09/04/1998,Knock Off,"A Hong Kong fashion designer tries to go straight with the help of his new partner, who is secretly a CIA agent investigating fakes in the black market.",Tsui Hark,"Jean-Claude Van Damme,
Rob Schneider,
Lela Rochon","Ron Mael,
Russell Mael",
09/11/1998,Rounders,"In New York, after losing $30,000 in poker, a law student returns to the game to help Worm pay off loan sharks while balancing a relationship with Jo.",John Dahl,"Matt Damon,
Edward Norton,
John Turturro",Christopher Young,
09/11/1998,Without Limits,"In the 1970s, runner Steve Prefontaine works with coach Bill Bowerman in the University of Oregon, and then the Olympics in Munich before a crash.",Robert Towne,"Billy Crudup,
Donald Sutherland,
Monica Potter",Randy Miller,
09/18/1998,One True Thing,"Busy magazine writer Ellen is asked by her smart professor father George to come home and watch her mother with cancer Eileen, whom she hates.",Carl Franklin,"Meryl Streep,
Renée Zellweger,
William Hurt",Cliff Eidelman,
09/18/1998,Permanent Midnight,"Jerry rises as a TV writer but is addicted to drugs. He marries and has a child with Sandra. After his rehabilitation, he recalls his life and fall with Kitty.",David Veloz,"Ben Stiller,
Elizabeth Hurley,
Maria Bello",Daniel Licht,
09/18/1998,Rush Hour,A dedicated Hong Kong inspector teams up with a reckless LAPD detective to rescue the Chinese consul's abducted daughter and stop a crime lord.,Brett Ratner,"Jackie Chan,
Chris Tucker,
Tom Wilkinson",Lalo Schifrin,
09/25/1998,Clay Pigeons,"Clay Bidwell observes his friend kill himself due to Clay's affair with his wife. He resists his wife, but problems worsen when he befriends a serial killer.",David Dobkin,"Joaquin Phoenix,
Vince Vaughn,
Janeane Garofalo",John Lurie,
09/25/1998,Ronin,IRA agent Dierdre tasks specialists like American mercenary Sam with finding a metallic briefcase that is wanted by both the Irish and the Russians.,John Frankenheimer,"Robert De Niro,
Jean Reno,
Natascha McElhone",Elia Cmiral,
09/25/1998,Urban Legend,"In New Hampshire, on a college campus, a serial killer models murders after tales told as true. Paul and Natalie investigate and learn about the villain.",Jamie Blanks,"Jared Leto,
Alicia Witt,
Rebecca Gayheart",Christopher Young,
10/02/1998,A Night at the Roxbury,Two dimwitted brothers dream of owning their own dance club or at least getting into the most exclusive nightclub in Los Angeles: the Roxbury.,John Fortenberry,"Will Ferrell,
Chris Kattan,
Dan Hedaya",David Kitay,
10/02/1998,Antz,"Anxious, depressed worker ant Z falls for princess Bala, but her mean fiancé General Mandble plots to wipe out the worker population and the Queen.","Eric Darnell,
Tim Johnson","Woody Allen,
Gene Hackman,
Sharon Stone","Harry Gregson-Williams,
John Powell",
10/02/1998,What Dreams May Come,"Chris dies in an accident and enters Heaven. His wife Annie kills herself out of grief, so he embarks on a dark adventure into Hell to reunite with her.",Vincent Ward,"Robin Williams,
Cuba Gooding Jr.,
Annabella Sciorra",Michael Kamen,
10/09/1998,Holy Man,"Two executives find a television evangelist who finds a way to turn a home shopping channel into a religious experience, taking the U.S. by storm.",Stephen Herek,"Eddie Murphy,
Jeff Goldblum,
Kelly Preston",Alan Silvestri,
10/16/1998,Beloved,"In Ohio, after the Civli War, a former slave and her daughter are haunted by a poltergeist and the visitation of the reincarnated daughter she killed.",Jonathan Demme,"Oprah Winfrey,
Danny Glover,
Thandiwe Newton",Rachel Portman,
10/16/1998,Bride of Chucky,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",Ronny Yu,"Jennifer Tilly,
Brad Dourif,
Katherine Heigl",Graeme Revell,Child's Play 4
10/16/1998,Practical Magic,"Witch sisters quiet Sally and fiery Gillian, raised by eccentric aunts in a small town, face prejudice and a curse that leaves any men they love dead.",Griffin Dunne,"Sandra Bullock,
Nicole Kidman,
Dianne Wiest",Alan Silvestri,
10/23/1998,Apt Pupil,"In 1984, 16-year-old Todd, fascinated by Nazism, befriends his neighbor, who resembles a wanted Nazi war criminal and pushes him to study harder.",Bryan Singer,"Ian McKellen,
Brad Renfro,
David Schwimmer",John Ottman,
10/23/1998,Life Is Beautiful,"When a Jewish librarian and his son become victims of the Holocaust, he uses will, humor, and imagination to protect his son from their camp.",Roberto Benigni,"Roberto Benigni,
Nicoletta Braschi,
Giorgio Cantarini",Nicola Piovani,
10/23/1998,Pleasantville,Two 90s teenage siblings find themselves stuck taking on roles in a 1950s sitcom. Their influence brings color to a black-and-white Midwest town.,Gary Ross,"Tobey Maguire,
Reese Witherspoon,
Jeff Daniels",Randy Newman,
10/23/1998,Soldier,"In 2036, a soldier trained from his birth is deemed obsolete and dumped on a waste planet where he is taken in by a community of stranded wayfarers.",Paul W. S. Anderson,"Kurt Russell,
Jason Scott Lee,
Connie Nielsen",Joel McNeely,
10/30/1998,Living Out Loud,"In New York, Judith's doctor husband leaves her for a younger woman. She bonds with apartment superintendent Pat, who has gambling problems.",Richard LaGravenese,"Holly Hunter,
Danny DeVito,
Queen Latifah",George Fenton,
10/30/1998,Vampires,Vampire hunters Jack Crow and Tony Montoya try to stop a leader from getting a cross that can give sunlight immunity. They meet a bitten prostitute.,John Carpenter,"James Woods,
Daniel Baldwin,
Sheryl Lee",John Carpenter,
11/04/1998,Belly,"In 1999 Queens, young street criminals Sincere and Tommy deal drugs and pull armed robberies. Sincere considers roots while Tommy finds Islam.",Hype Williams,"Nas,
DMX,
Taral Hicks",Stephen Cullo,
11/04/1998,Gods and Monsters,"In the 1950s, director James Whale has retired, living with a housemaid who disapproves of his homosexuality. He befriends his young gardener.",Bill Condon,"Ian McKellen,
Brendan Fraser,
Lynn Redgrave",Carter Burwell,
11/06/1998,Elizabeth,"In 1558, a woman becomes queen of a distressed England. She is advised to marry and produce an heir by counsel William, but she refuses to do so.",Shekhar Kapur,"Cate Blanchett,
Geoffrey Rush,
Christopher Eccleston",David Hirschfelder,
11/06/1998,The Siege,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.",Edward Zwick,"Denzel Washington,
Annette Bening,
Bruce Willis",Graeme Revell,
11/06/1998,The Waterboy,"In Louisiana, Billy Boucher, a sideline worker for a college football team, learns he has tackling talent and plays as a linebacker who channels his rage.",Frank Coraci,"Adam Sandler,
Kathy Bates,
Fairuza Balk",Alan Pasqua,
11/06/1998,Velvet Goldmine,"In 1984, British journalist Arthur investigates the career of 1970s glam superstar Brian Slade, who faked his death and was influenced by Curt Wild.",Todd Haynes,"Ewan McGregor,
Christian Bale,
Jonathan Rhys Meyers",Carter Burwell,
11/13/1998,I Still Know What You Did Last Summer,"A murderous fisherman returns to stalk two surviving teens who had left him for dead, as well as cause mayhem at a posh island resort.",Danny Cannon,"Jennifer Love Hewitt,
Freddie Prinze Jr.,
Brandy",John Frizzell,I Know What You Did Last Summer 2
11/13/1998,I'll Be Home for Christmas,"College student Jake must travel all the way from L.A. to his family's home in Larchmont, New York for Christmas dinner to earn his father's Porsche.",Arlene Sanford,"Jonathan Taylor Thomas,
Jessica Biel,
Adam LaVorgna",John Debney,
11/13/1998,Meet Joe Black,"Death takes the form of a young man and asks a dying media mogul to teach him about life. In the process, he falls in love with his guide's daughter.",Martin Brest,"Brad Pitt,
Anthony Hopkins,
Claire Forlani",Thomas Newman,
11/20/1998,A Bug's Life,An misfit inventive ant accidentally destroys his colony's food stores. He recruits circus bugs as warriors to save them from greedy grasshoppers.,John Lasseter,"Dave Foley,
Kevin Spacey,
Julia Louis-Dreyfus",Randy Newman,
11/20/1998,American History X,"In Los Angeles, a former neo-Nazi skinhead kept in prison for three years tries to stop his younger brother from going down the same wrong path.",Tony Kaye,"Edward Norton,
Edward Furlong,
Fairuza Balk",Anne Dudley,
11/20/1998,Celebrity,"Travel writer Lee's career is at a standstill, so he divorces his wife and becomes an entertainment journalist. A TV producer falls for his wife Robin.",Woody Allen,"Kenneth Branagh,
Judy Davis,
Winona Ryder",N/A,
11/20/1998,Enemy of the State,"A lawyer becomes targeted by a corrupt politician and his NSA goons when he accidentally receives a tape, evidence to a politically motivated crime.",Tony Scott,"Will Smith,
Gene Hackman,
Jon Voight","Harry Gregson-Williams,
Trevor Rabin",
11/20/1998,The Rugrats Movie,"Baby Tommy faces responsibility when his little brother Dil is born. Dil is difficult to handle, so his friends decide to return him where he came from.","Igor Kovalyov,
Norton Virgien","E. G. Daily,
Tara Strong,
Christine Cavanaugh",Mark Mothersbaugh,
11/25/1998,Babe: Pig in the City,"After Farmer Hoggett is injured so unable to work, his pig Babe has to go to the big city of Metropolis to save the farm by joining a big herding contest.",George Miller,"Magda Szubanski,
James Cromwell,
Mickey Rooney",Nigel Westlake,Babe 2
11/25/1998,Home Fries,"Pregnant Sally unknowingly falls for the stepson of her baby's deceased father, who was scared to death by a helicopter as part of his wife's scheme.",Dean Parisot,"Drew Barrymore,
Catherine O'Hara,
Luke Wilson",Rachel Portman,
11/25/1998,Very Bad Things,A prostitute and a security guard are killed during the bachelor party of a groom and his four friends. Their anxiety grows as the wedding approaches.,Peter Berg,"Christian Slater,
Cameron Diaz,
Jon Favreau",Stewart Copeland,
12/04/1998,Psycho,"Marion steals $400,000 from work and travels to the Bates Motel, run by Norman, who is controlled by his mother. Her sister Lila later tries to find her.",Gus Van Sant,"Vince Vaughn,
Anne Heche,
Julianne Moore",Bernard Herrmann,
12/11/1998,A Simple Plan,Two blue-collar brothers and a friend find millions of dollars in a crashed airplane and make a plan to hide their find from authorities. Mistrust grows.,Sam Raimi,"Bill Paxton,
Billy Bob Thornton,
Bridget Fonda",Danny Elfman,
12/11/1998,Jack Frost,"Rock band singer Jack dies in a car accident. His 12-year-old son Charlie plays a harmonica a year later, reviving him as a moving, talking snowman.",Troy Miller,"Michael Keaton,
Kelly Preston,
Mark Addy",Trevor Rabin,
12/11/1998,Rushmore,"When a first-grade teacher arrives at a prep school, she attracts the attention of an ambitious teenager, who quickly falls in love with her. ",Wes Anderson,"Jason Schwartzman,
Olivia Williams,
Bill Murray",Mark Mothersbaugh,
12/11/1998,Shakespeare in Love,"Playwright William Shakespeare is young, out of ideas, and short of cash, but he meets his perfect woman and is inspired to write Romeo and Juliet.",John Madden,"Gwyneth Paltrow,
Joseph Fiennes,
Geoffrey Rush",Stephen Warbeck,
12/11/1998,Star Trek: Insurrection,Malfunctioning android Data takes a cultural task force hostage. Captain Picard and his crew learn of a ploy by the Son'a to displace Ba'ku's people.,Jonathan Frakes,"Patrick Stewart,
Jonathan Frakes,
Brent Spiner",Jerry Goldsmith,Star Trek 9
12/18/1998,The Prince of Egypt,"In Egypt, adopted Prince Moses learns he is a Hebrew and was born a slave. With the hand of God, he frees his people from his former brother.","Brenda Chapman,
Steve Hickner,
Simon Wells","Val Kilmer,
Ralph Fiennes,
Michelle Pfeiffer",Hans Zimmer,
12/18/1998,You've Got Mail,A struggling bookseller hates the owner of a chain store that moved in across the street. They begin an Internet romance clueless of their identities.,Nora Ephron,"Tom Hanks,
Meg Ryan,
Parker Posey",George Fenton,
12/23/1998,The Thin Red Line,"In 1942, the soldiers of C Company are brought to the island of Guadalcanal, where they change, suffer, and reflect while fighting Japanese troops.",Terrence Malick,"Sean Penn,
Adrien Brody,
Jim Caviezel",Hans Zimmer,
12/25/1998,A Civil Action,A lawyer tackles a risky case involving a company responsible for townspeople being diagnosed with leukemia caused by a contaminated water supply.,Steven Zaillian,"John Travolta,
Robert Duvall,
James Gandolfini",Danny Elfman,
12/25/1998,Mighty Joe Young,"Jill, whose mother was killed by poachers, raises a 15-foot-tall mountain gorilla and takes him to an animal sanctuary. Refuge director Bill falls for her.",Ron Underwood,"Bill Paxton,
Charlize Theron,
Rade Šerbedžija",James Horner,
12/25/1998,Patch Adams,"In the 1970s, Hunter is determined to become a medical doctor who uses humor and pathos to aid people. His results surprise a college community.",Tom Shadyac,"Robin Williams,
Daniel London,
Monica Potter",Marc Shaiman,
12/25/1998,Stepmom,"In New York City, a terminally ill woman must deal with her ex-husband's fashion photographer lover, who becomes her two children's new stepmother.",Chris Columbus,"Julia Roberts,
Susan Sarandon,
Ed Harris",John Williams,
12/25/1998,The Faculty,"When a Ohio high school photographer witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.",Robert Rodriguez,"Elijah Wood,
Josh Hartnett,
Jordana Brewster",Marco Beltrami,
12/30/1998,Affliction,"In New Hampshire, a deeply troubled small-town cop investigates a suspicious hunting death while he fights his ex-wife for custody of his daughter.",Paul Schrader,"Nick Nolte,
Sissy Spacek,
James Coburn",Michael Brook,
01/15/1999,Varsity Blues,"In Texas, a backup quarterback is chosen to lead a football team after its star quarterback is hurt. Though effective, he faces an overbearing coach.",Brian Robbins,"James Van Der Beek,
Jon Voight,
Paul Walker",Mark Isham,
01/15/1999,Virus,"Kelly, navigator of the Sea Star tugboat, and her crew battle an alien controlling the technology of a Russian research vessel and creating cyborgs.",John Bruno,"Jamie Lee Curtis,
Donald Sutherland,
William Baldwin",Joel McNeely,
01/29/1999,She's All That,"In California, Zack is dumped by his girlfriend. He bets he can turn any girl into the Prom Queen in six weeks, even a solitary, unpopular art student.",Robert Iscove,"Freddie Prinze Jr.,
Rachael Leigh Cook,
Paul Walker",Stewart Copeland,
02/05/1999,Payback,"After a successful heist, career thief Porter is left for dead. Once he recovers, he seeks vengeance and wants his 70,000-dollar share of triad money.",Brian Helgeland,"Mel Gibson,
Gregg Henry,
Maria Bello",Chris Boardman,
02/05/1999,Simply Irresistible,"Amanda inherits her late mother's restaurant, but she cannot cook until she is helped by a magical crab. New skills lead her toward a store manager.",Mark Tarlov,"Sarah Michelle Gellar,
Sean Patrick Flanery,
Patricia Clarkson",Gil Goldstein,
02/12/1999,Blast from the Past,"Naive 35-year old Adam has spent his entire life in a fallout shelter with his parents. He leaves for supplies and befriends Eve, who helps for money.",Hugh Wilson,"Brendan Fraser,
Alicia Silverstone,
Christopher Walken",Steve Dorff,
02/12/1999,Message in a Bottle,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died early.",Luis Mandoki,"Kevin Costner,
Robin Wright Penn,
John Savage",Gabriel Yared,
02/12/1999,My Favorite Martian,"News producer Tim O’Hara gets himself fired. He later witnesses the crashing of a small Martian spacecraft, realizing his chance of delivering a story that will rock the earth.",Donald Petrie,"Christopher Lloyd,
Jeff Daniels,
Elizabeth Hurley",John Debney,
02/19/1999,Jawbreaker,Three of the most popular girls at Reagan High accidentally kill the prom queen with a jawbreaker when a kidnapping goes horribly wrong.,Darren Stein,"Rose McGowan,
Rebecca Gayheart,
Julie Benz",Stephen Endelman,
02/19/1999,October Sky,"Homer Hickam, coal miner's son, is inspired by the first Sputnik launch to take up rocketry against his father's wishes.",Joe Johnston,"Jake Gyllenhaal,
Chris Cooper,
Chris Owen",Mark Isham,
02/19/1999,Office Space,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,Mike Judge,"Ron Livingston,
Jennifer Aniston,
Stephen Root",John Frizzell,
02/26/1999,8mm,Private investigator Tom Welles is hired by a rich widow to learn if a snuff film showing the death of a missing girl is real. He is captured by criminals.,Joel Schumacher,"Nicolas Cage,
Joaquin Phoenix,
James Gandolfini",Mychael Danna,
02/26/1999,The Other Sister,Mentally disabled Carla desires independence as she falls in love with Daniel. She obtains her own space while her family plans her sister's wedding.,Garry Marshall,"Juliette Lewis,
Diane Keaton,
Tom Skerritt",Rachel Portman,
03/05/1999,Analyze This,"When Paul Vitti needs help dealing with his panic attacks while in the Mafia, unlucky shrink Dr. Ben Sobel is given days to solve his emotional crisis.",Harold Ramis,"Robert De Niro,
Billy Crystal,
Lisa Kudrow",Howard Shore,
03/05/1999,Cruel Intentions,Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.,Roger Kumble,"Sarah Michelle Gellar,
Ryan Phillippe,
Reese Witherspoon",Edward Shearmur,
03/05/1999,"Lock, Stock and Two Smoking Barrels","In London, a card shark and his friends lose a sketchy poker match. To make back money, they decide to pull a heist on a small-time gang.",Guy Ritchie,"Nick Moran,
Jason Flemyng,
Dexter Fletcher","David A. Hughes,
John Murphy",
03/12/1999,The Rage: Carrie 2,"After outcast teenager Rachel is taunted by high school jerks, she begins a horrible massacre with her telekinetic powers. An athlete tries to help her.",Katt Shea,"Emily Bergl,
Jason London,
Dylan Bruno",Danny B. Harvey,
