Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
05/08/2015,Hot Pursuit,"In San Antonio, an uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they are chased by crooked cops and gunmen.",Anne Fletcher,"Reese Witherspoon,
Sofía Vergara,
John Carroll Lynch",Christophe Beck,
05/08/2015,Maggie,"As an infected teenage girl in the Midwest slowly turns into a cannibalistic zombie, her loving father stays by her side before a plan to euthanize her.",Henry Hobson,"Arnold Schwarzenegger,
Abigail Breslin,
Joely Richardson",David Wingo,
05/15/2015,Mad Max: Fury Road,"In a desert wasteland, Furiosa rebels against Joe in search for her homeland with a group of female prisoners, a psychotic worshiper, and drifter Max.",George Miller,"Tom Hardy,
Charlize Theron,
Nicholas Hoult",Junkie XL,Mad Max 4
05/15/2015,Pitch Perfect 2,"After a humiliating performance, the Bellas enter an international competition that no American group has ever won to regain their status.",Elizabeth Banks,"Anna Kendrick,
Brittany Snow,
Rebel Wilson",Mark Mothersbaugh,
05/22/2015,Poltergeist,A family whose suburban home is haunted by evil forces must come together to rescue their young daughter after the apparitions take her captive.,Gil Kenan,"Sam Rockwell,
Rosemarie DeWitt,
Jared Harris",Marc Streitenfeld,
05/22/2015,Tomorrowland,A scientifically curious teen and a former boy genius inventor embark unearth the secrets of a place that exists in their collective memory.,Brad Bird,"Britt Robertson,
George Clooney,
Hugh Laurie",Michael Giacchino,
05/29/2015,Aloha,A military contractor returns to Hawaii and reconnects with a long-ago love while falling for the Air Force watchdog assigned to him.,Cameron Crowe,"Bradley Cooper,
Emma Stone,
Rachel McAdams",Jónsi & Alex,
05/29/2015,San Andreas,"After a California earthquake, a helicopter rescue pilot makes a dangerous journey with his ex-wife across the state to rescue his trapped daughter.",Brad Peyton,"Dwayne Johnson,
Carla Gugino,
Alexandra Daddario",Andrew Lockington,
06/05/2015,Insidious: Chapter 3,Gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.,Leigh Whannell,"Dermot Mulroney,
Stefanie Scott,
Angus Sampson",Joseph Bishara,
06/05/2015,Love & Mercy,"In the 60s, the Beach Boys leader Brian Wilson struggles with emerging psychosis. In the 80s, he is a confused man watched by a shady therapist.",Bill Pohlad,"John Cusack,
Paul Dano,
Elizabeth Banks",Atticus Ross,
06/05/2015,Spy,Deskbound CIA analyst Susan volunteers to go undercover to infiltrate the world of a deadly arms dealer while underestimated by noted agent Rick.,Paul Feig,"Melissa McCarthy,
Jason Statham,
Rose Byrne",Theodore Shapiro,
06/12/2015,Jurassic World,"A new theme park creates a genetically modified hybrid dinosaur, the Indominus rex, which escapes containment and goes on a killing spree.",Colin Trevorrow,"Chris Pratt,
Bryce Dallas Howard,
Vincent D'Onofrio",Michael Giacchino,
06/12/2015,Me and Earl and the Dying Girl,A high schooler who makes parodies of classic movies with his co-worker finds his outlook altered after befriending a classmate with cancer.,Alfonso Gomez-Rejon,"Thomas Mann,
Olivia Cooke,
RJ Cyler","Brian Eno,
Nico Muhly",
06/19/2015,Dope,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",Rick Famuyiwa,"Shameik Moore,
Tony Revolori,
Kiersey Clemons",Germaine Franco,
06/19/2015,Inside Out,"After 11-year-old Riley moves from Minnesota to San Francisco, her emotions Joy, Sadness, Fear, Anger, and Disgust conflict as she copes with life.",Pete Docter,"Amy Poehler,
Phyllis Smith,
Richard Kind",Michael Giacchino,
06/26/2015,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but to qualify to be a parent, Ted must prove he is a person in a court of law.",Seth MacFarlane,"Mark Wahlberg,
Seth MacFarlane,
Amanda Seyfried",Walter Murphy,
07/01/2015,Magic Mike XXL,"Three years after Mike stopped stripping in favor of his furniture business, the Kings of Tampa end their dance careers at a Myrtle Beach convention.",Gregory Jacobs,"Channing Tatum,
Matt Bomer,
Joe Manganiello",N/A,Magic Mike 2
07/01/2015,Terminator Genisys,"When John sends Kyle from 2029 back to 1984 to protect Sarah and safeguard the future, he finds she is a skilled fighter with a Terminator guardian.",Alan Taylor,"Arnold Schwarzenegger,
Jason Clarke,
Emilia Clarke",Lorne Balfe,Terminator 5
07/10/2015,Minions,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.","Pierre Coffin,
Kyle Balda","Sandra Bullock,
Jon Hamm,
Michael Keaton",Heitor Pereira,Despicable Me spin-off
07/10/2015,Self/less,"In New York, dying businessman Damian sends his consciousness into a body he learns belongs to Mark, a dead husband with a once ill daughter.",Tarsem Singh,"Ryan Reynolds,
Natalie Martinez,
Matthew Goode",Antônio Pinto,
07/10/2015,Tangerine,"In Hollywood on Christmas Eve, transgender sex worker Sin-Dee learns from friend Alexandra her pimp boyfriend cheated on her. They look for him.",Sean Baker,"Kitana Kiki Rodriguez,
Mya Taylor as Alexandra,
James Ransone",N/A,
07/17/2015,Ant-Man,"Armed with a the ability to shrink, burglar Scott Lang must help his mentor Hank Pym and his daughter pull off a heist that will save the world.",Peyton Reed,"Paul Rudd,
Evangeline Lilly,
Michael Douglas",Christophe Beck,
07/17/2015,Mr. Holmes,"In 1947, an aged Sherlock deals with dementia as he tries to recall his final case and a woman. He cares for bees and his housekeeper's young son.",Bill Condon,"Ian McKellen,
Laura Linney,
Milo Parker",Carter Burwell,
07/17/2015,Trainwreck,"A heavy-drinking, promiscuous men's magazine writer, Amy, has her first serious relationship with sports doctor Aaron. She worries she will wreck it.",Judd Apatow,"Amy Schumer,
Bill Hader,
Brie Larson",Jon Brion,
07/24/2015,Paper Towns,"In Orlando, after a nightlong adventure, Quentin's lifelong crush Margo disappears, leaving behind clues he and his friends follow to a phantom town.",Jake Schreier,"Nat Wolff,
Cara Delevingne,
Halston Sage",Son Lux,
07/24/2015,Pixels,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",Chris Columbus,"Adam Sandler,
Kevin James,
Michelle Monaghan",Henry Jackman,
07/24/2015,Southpaw,"A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",Antoine Fuqua,"Jake Gyllenhaal,
Forest Whitaker,
Naomie Harris",James Horner,
07/29/2015,Vacation,Rusty Griswold takes his own family on a road trip to Walley World in order to spice things up with his wife and reconnect with his sons.,"Jonathan Goldstein,
John Francis Daley","Ed Helms,
Christina Applegate,
Leslie Mann",Mark Mothersbaugh,Vacation 5
07/31/2015,Mission: Impossible – Rogue Nation,"Ethan, his IMF team, and British agent Ilsa must stop the Syndicate, a wealthy rogue organization without oversight and committed to terrorist acts.",Christopher McQuarrie,"Tom Cruise,
Jeremy Renner,
Simon Pegg",Joe Kraemer,Mission: Impossible 5
07/31/2015,The End of the Tour,"In 1996, Rolling Stone reporter Lipsky holds an interview with acclaimed author Wallace after the publication of his beloved epic novel Infinite Jest.",James Ponsoldt,"Jason Segel,
Jesse Eisenberg,
Ron Livingston",Danny Elfman,
08/05/2015,Shaun the Sheep Movie,"Shaun and his flock head to a city to rescue their farmer, who has amnesia and is now a hair stylist. Animal control worker Trumper tries to find them.","Mark Burton,
Richard Starzak","Justin Fletcher,
John Sparkes,
Omid Djalili",Ilan Eshkeri,
08/07/2015,Fantastic Four,Four outsiders teleport to an alternate universe that reshapes their physical forms. They train to harness their new abilities to face a former friend.,Josh Trank,"Miles Teller,
Michael B. Jordan,
Kate Mara","Marco Beltrami,
Philip Glass",
08/07/2015,Ricki and the Flash,"A musician who gave up everything for her dream of rock and roll stardom returns home, looking to fix a relationship with her grown family in Indiana.",Jonathan Demme,"Meryl Streep,
Kevin Kline,
Mamie Gummer",N/A,
08/07/2015,The Diary of a Teenage Girl,"In 1976 San Francisco, 15-year-old Minnie begins keeping an audio diary and talking of her starting a secret relationship with her mother's boyfriend.",Marielle Heller,"Bel Powley,
Kristen Wiig,
Alexander Skarsgård",Nate Heller,
08/07/2015,The Gift,A married couple run into an old acquaintance. Things take a turn when he begins to drop in unannounced at their house with mysterious gifts.,Joel Edgerton,"Jason Bateman,
Rebecca Hall,
Joel Edgerton","Danny Bensi,
Saunder Jurriaans",
08/14/2015,Straight Outta Compton,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",F. Gary Gray,"O'Shea Jackson Jr.,
Corey Hawkins,
Jason Mitchell",Joseph Trapanese,
08/14/2015,The Man from U.N.C.L.E.,"In 1963, CIA agent Napoleon Solo joins a mission with KGB operative Illya Kuryakin to stop a couple working to proliferate nuclear weapons for Nazis.",Guy Ritchie,"Henry Cavill,
Armie Hammer,
Alicia Vikander",Daniel Pemberton,
08/21/2015,American Ultra,"A stoner, actually a government agent, is marked as a liability and targeted for extermination. He is too well-trained and too high for them to handle.",Nima Nourizadeh,"Jesse Eisenberg,
Kristen Stewart,
Topher Grace",Marcelo Zarvos,
08/21/2015,Hitman: Agent 47,An enhanced assassin collaborates with Katia to help her find her father and uncover her ancestry. The two are followed by Syndicate supersoldiers.,Aleksander Bach,"Rupert Friend,
Hannah Ware,
Zachary Quinto",Marco Beltrami,
08/21/2015,Sinister 2,"A young mother and her twin sons move into a rural house that is marked for death. A former sheriff's deputy, now a private investigator, researches the murders connected to Bughuul.",Ciaran Foy,"James Ransone,
Shannyn Sossamon,
Robert Daniel Sloan",Tomandandy,
08/26/2015,No Escape,"In Southeast Asia, an American family finds itself caught in the middle of a coup by armed rebels. They look for a safe escape as they are targeted.",John Erick Dowdle,"Owen Wilson,
Lake Bell,
Pierce Brosnan","Marco Beltrami,
Buck Sanders",
08/28/2015,War Room,"Elizabeth is bitter that her husband Tony flirts with temptation. After Elizabeth talks to her new client Miss Clara, they find life happiness with prayers.",Alex Kendrick,"Priscilla Shirer,
T.C. Stallings,
Karen Abercrombie",Paul Mills,
09/11/2015,The Perfect Guy,"After separating from her boyfriend Dave, lobbyist Leah falls for Carter, who shows aggression and then stalks her. She finds the need to arm herself.",David M. Rosenthal,"Sanaa Lathan,
Michael Ealy,
Morris Chestnut","David Fleming,
Atli Örvarsson",
09/11/2015,The Visit,Two teenage siblings become frightened by their grandparents' disturbing behavior while staying with them on a 5-day vacation at their farmhouse.,M. Night Shyamalan,"Olivia DeJonge,
Ed Oxenbould,
Deanna Dunagan",N/A,
09/16/2015,Pawn Sacrifice,"In 1972, American chess prodigy Bobby Fischer is caught between two superpowers and his own struggles as he faces a Soviet Empire competitor.",Edward Zwick,"Tobey Maguire,
Peter Sarsgaard,
Liev Schreiber",James Newton Howard,
09/18/2015,Black Mass,Violent Boston criminal and state senator's brother Whitey Bulger becomes an FBI informant to take down a Mafia family invading his turf.,Scott Cooper,"Johnny Depp,
Joel Edgerton,
Benedict Cumberbatch",Tom Holkenborg,
09/18/2015,Everest,"In 1996, expedition groups, one led by adventure company founder Rob, and another by rival guide Scott, work to survive a deadly mountain blizzard.",Baltasar Kormákur,"Jason Clarke,
Jake Gyllenhaal,
Josh Brolin",Dario Marianelli,
09/18/2015,Maze Runner: The Scorch Trials,"After escaping from a WCKD facility, the Gladers are challenged on the open roads of the Scorch, a desolate landscape filled with deadly obstacles.",Wes Ball,"Dylan O'Brien,
Kaya Scodelario,
Thomas Brodie-Sangster",John Paesano,Maze Runner 2
09/18/2015,Sicario,A female FBI agent is enlisted by a government task force to aid in the growing war against drugs at the border area between the U.S. and Mexico.,Denis Villeneuve,"Emily Blunt,
Benicio del Toro,
Josh Brolin",Jóhann Jóhannsson,
09/25/2015,Hotel Transylvania 2,"His hotel newly open to humans, Dracula tries to bring out the monster in his 4-year-old half-human half-vampire grandson to stop Mavis leaving him.",Genndy Tartakovsky,"Adam Sandler,
Andy Samberg,
Selena Gomez",Mark Mothersbaugh,
09/25/2015,The Green Inferno,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.",Eli Roth,"Lorenza Izzo,
Ariel Levy,
Daryl Sabara",Manuel Riveiro,
09/25/2015,The Intern,"A retired 70-year-old widower seizes a chance to get back in the game, becoming a senior intern at an online fashion site, founded and run by Jules.",Nancy Meyers,"Robert De Niro,
Anne Hathaway,
Rene Russo",Theodore Shapiro,
09/30/2015,The Walk,"In 1974, French high-wire artist Philippe recruits a team of people to help him fulfill his dream to walk the void between the World Trade Center towers.",Robert Zemeckis,"Joseph Gordon-Levitt,
Ben Kingsley,
Charlotte Le Bon",Alan Silvestri,
10/02/2015,The Martian,"In 2035, an astronaut becomes stranded on Mars after his team think him dead. While he survives creating a garden, NASA struggles to rescue him.",Ridley Scott,"Matt Damon,
Jessica Chastain,
Jeff Daniels",Harry Gregson-Williams,
10/09/2015,99 Homes,"A recently unemployed single father struggles to get back his foreclosed home by working for the source of his frustration, a real estate broker.",Ramin Bahrani,"Andrew Garfield,
Michael Shannon,
Laura Dern","Antony Partos,
Matteo Zingales",
10/09/2015,Knock Knock,"Father Evan aids two stranded women who knock on his door, but his gesture turns into a seduction and a deadly game of cat and mouse with torture.",Eli Roth,"Keanu Reeves,
Ana de Armas,
Lorenza Izzo",Manuel Riveiro,
10/09/2015,Pan,"A 12-year-old orphan is spirited away to the world of Neverland, where he discovers his destiny to become a hero while facing Blackbeard.",Joe Wright,"Hugh Jackman,
Garrett Hedlund,
Rooney Mara",John Powell,
10/09/2015,Steve Jobs,The Apple founder's passion and ingenuity drive the digital age. His drive affects his family life and his health as he prepares three product launches.,Danny Boyle,"Michael Fassbender,
Kate Winslet,
Seth Rogen",Daniel Pemberton,
10/09/2015,The Final Girls,"Max grieves for her mother, an actress in 1986's Camp Bloodbath. She finds herself pulled into the world of the movie and must fight off its murderer.",Todd Strauss-Schulson,"Taissa Farmiga,
Malin Åkerman,
Adam DeVine",Gregory James Jenkins,
10/16/2015,Beasts of No Nation,"In Africa, after a war reaches his town, young Agu flees into a jungle, where he joins a team of rebel soldiers led by the Commandant, who guides him.",Cary Joji Fukunaga,"Abraham Attah,
Idris Elba,
Ama K. Abebrese",Dan Romer,
10/16/2015,Bridge of Spies,"During the Cold War, a U.S. lawyer defends Abel, a Soviet spy, in court. He later helps the CIA plan an exchange of the spy for an American U-2 pilot.",Steven Spielberg,"Tom Hanks,
Mark Rylance,
Amy Ryan",Thomas Newman,
10/16/2015,Crimson Peak,"In 1901, an aspiring author is torn between love for her childhood friend and an outsider. She moves to a mansion that lets her talk to the dead.",Guillermo del Toro,"Mia Wasikowska,
Jessica Chastain,
Tom Hiddleston",Fernando Velázquez,
10/16/2015,Goosebumps,"A teenager teams up with the daughter of author R. L. Stine after the writer's imaginary demons are set free on Madison, Delaware.",Rob Letterman,"Jack Black,
Dylan Minnette,
Odeya Rush",Danny Elfman,
10/16/2015,Room,"In Akron, Joy is held captive for seven years in a shed. After she and her five-year-old son Jack get their freedom, he finally witnesses a larger world.",Lenny Abrahamson,"Brie Larson,
Jacob Tremblay,
Joan Allen",Stephen Rennicks,
10/23/2015,Bone Tomahawk,"In the 1890s, a small-town sheriff and his posse set out to rescue three citizens from Troglodytes, a group of 12 inbred cannibalistic cave dwellers.",S. Craig Zahler,"Kurt Russell,
Patrick Wilson,
Matthew Fox","Jeff Herriott,
S. Craig Zahler",
10/23/2015,Jem and the Holograms,"As Jerrica catapults from underground video star to global superstar, she and three sisters begin a journey meeting a music producer and her son.",Jon M. Chu,"Aubrey Peeples,
Stefanie Scott,
Hayley Kiyoko",Nathan Lanier,
10/23/2015,Paranormal Activity: The Ghost Dimension,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",Gregory Plotkin,"Chris J. Murray,
Brittany Shaw,
Dan Gill",N/A,Paranormal Activity 6
10/23/2015,Rock the Kasbah,"In Afghanistan, a music manager finds a teenager girl with a strong voice while on a music tour and takes her to Kabul to enter the Afghan Star show.",Barry Levinson,"Bill Murray,
Kate Hudson,
Beejan Land",Marcelo Zarvos,
10/30/2015,Burnt,"Adam destroys his chef career with drugs, but he cleans up and returns to London, determined to redeem himself by spearheading a top restaurant.",John Wells,"Bradley Cooper,
Sienna Miller,
Omar Sy",Rob Simonsen,
10/30/2015,Our Brand Is Crisis,"In 2002, skilled American political consultant Jane is hired to help elect a controversial president in Bolivia, where she clashes with a rival consultant.",David Gordon Green,"Sandra Bullock,
Scoot McNairy,
Billy Bob Thornton",David Wingo,
11/04/2015,Brooklyn,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. She must choose between two countries.",John Crowley,"Saoirse Ronan,
Domhnall Gleeson,
Emory Cohen",Michael Brook,
11/06/2015,Spectre,"Bond faces criminal leader Blofeld, who plans to launch a surveillance network to organize criminal activity, and meets psychiatrist Madeleine Swann.",Sam Mendes,"Daniel Craig,
Christoph Waltz,
Léa Seydoux",Thomas Newman,James Bond 24
11/06/2015,Spotlight,"The Boston Globe uncovers a scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church.",Tom McCarthy,"Mark Ruffalo,
Michael Keaton,
Rachel McAdams",Howard Shore,
11/06/2015,The Peanuts Movie,"Snoopy and his team take to the skies to pursue their archnemesis, while Charlie Brown begins his own epic quest to win the love of his life.",Steve Martino,"Noah Schnapp,
Hadley Belle Miller,
Mariel Sheets",Christophe Beck,
11/06/2015,Trumbo,"In 1947, Dalton Trumbo is Hollywood's top screenwriter, until he and other artists are jailed and blacklisted for their political beliefs.",Jay Roach,"Bryan Cranston,
Diane Lane,
Helen Mirren",Theodore Shapiro,
11/13/2015,By the Sea,"In 1960s France, a former dancer and her writer husband who barely speak to each other linger in a seaside town and draw close to its inhabitants.",Angelina Jolie,"Brad Pitt,
Angelina Jolie,
Mélanie Laurent",Gabriel Yared,
11/13/2015,Love the Coopers,Sam and Charlotte are divorcing after 40 years of marriage. They plan to wait until their large family have enjoyed one last Christmas before telling so.,Jessie Nelson,"Diane Keaton,
John Goodman,
Alan Arkin",Nick Urata,
11/20/2015,Carol,"In 1952 New York, rookie photographer and store clerk Therese falls for a wealthy mother struggling with a divorce from Harge. They go on a road trip.",Todd Haynes,"Cate Blanchett,
Rooney Mara,
Sarah Paulson",Carter Burwell,
11/20/2015,Legend,"In 1960s London, identical twin gangsters Reggie and Ron Kray rise as Reggie marries his driver's sister, while Ron uses violence and intimidation.",Brian Helgeland,"Tom Hardy,
Emily Browning,
Colin Morgan",Carter Burwell,
11/20/2015,Secret in Their Eyes,"In 2002 L.A., an investigator duo and an attorney learn one's teenage daughter was murdered. Her mother desires revenge on an informant suspect.",Billy Ray,"Chiwetel Ejiofor,
Nicole Kidman,
Julia Roberts",Emilio Kauderer,
11/20/2015,The Hunger Games: Mockingjay – Part 2,Katniss and a team of rebels from District 13 goes to the Capitol to kill President Snow. Prim's death pushes her to reconsider the leadership of Coin.,Francis Lawrence,"Jennifer Lawrence,
Josh Hutcherson,
Liam Hemsworth",James Newton Howard,Hunger Games 4
11/20/2015,The Night Before,"On Christmas Eve, lost musician Ethan, married Isaac, and football player Chris spend the night in New York City seeking the Nutcracker Ball party.",Jonathan Levine,"Joseph Gordon-Levitt,
Seth Rogen,
Anthony Mackie","Marco Beltrami,
Miles Hankins",
11/25/2015,Creed,Apollo's son Adonis travels to Philadelphia to ask Rocky to train him. He is offered a chance to fight a world champion if he uses his father's surname.,Ryan Coogler,"Michael B. Jordan,
Sylvester Stallone,
Tessa Thompson",Ludwig Göransson,Rocky spin-off
11/25/2015,The Good Dinosaur,"After a rainstorm washes a young Apatosaurus downriver, he is far away from home. He is lucky to meet Spot, a Neanderthal boy who offers help.",Peter Sohn,"Raymond Ochoa,
Jack Bright,
Sam Elliott","Mychael Danna,
Jeff Danna",
11/27/2015,The Danish Girl,"When Gerda asks her husband Einar to fill in as a portrait model, Einar discovers the person she is meant to be and begins living her life as Lili Elbe.",Tom Hooper,"Eddie Redmayne,
Alicia Vikander,
Ben Whishaw",Alexandre Desplat,
12/04/2015,Chi-Raq,"After a young girl is killed by a stray gang bullet, Lysistrata leads women to organize against the ongoing gang violence in Chicago's Southside.",Spike Lee,"Nick Cannon,
Wesley Snipes,
Teyonah Parris",Terence Blanchard,
12/04/2015,Krampus,"A dysfunctional family squabbling causes Max to lose his festive spirit, unleashing a horned pagan beast who punishes those naughty on Christmas.",Michael Dougherty,"Adam Scott,
Toni Collette,
David Koechner",Douglas Pipes,
12/04/2015,Macbeth,"A man receives a prophecy from witches that he will become King of Scotland. Pushed by his wife, he murders his king and takes the throne himself.",Justin Kurzel,"Michael Fassbender,
Marion Cotillard,
Paddy Considine",Jed Kurzel,
12/11/2015,In the Heart of the Sea,"In 1820, a 14-year-old future innkeeper joins the Nantucket whaling ship Essex, which is assaulted by a mammoth whale with a sense of vengeance.",Ron Howard,"Chris Hemsworth,
Benjamin Walker,
Cillian Murphy",Roque Baños,
12/11/2015,The Big Short,"From 2006 to 2007, several investors bet against the U.S. mortgage market. In their research, they discover how unstable and corrupt the market is.",Adam McKay,"Christian Bale,
Steve Carell,
Ryan Gosling",Nicholas Britell,
12/11/2015,The Ridiculous 6,"Outlaw's son Tommy, raised by Native Americans, discovers he has five half-brothers. Together, they go on a mission to save their father with $50,000.",Frank Coraci,"Adam Sandler,
Terry Crews,
Jorge Garcia","Rupert Gregson-Williams,
Elmo Weber",
12/18/2015,Alvin and the Chipmunks: The Road Chip,The Chipmunks believe Dave plans to propose to his new girlfriend in Miami and dump them. They join her bully son Miles to stop him in three days.,Walt Becker,"Jason Lee,
Tony Hale,
Josh Green",Mark Mothersbaugh,Alvin and the Chipmunks 4
12/18/2015,Sisters,A reckless single mother and a divorced nurse go to their childhood home just sold by their parents. They hold a big party for their high school friends.,Jason Moore,"Tina Fey,
Amy Poehler,
Maya Rudolph",Christophe Beck,
12/18/2015,Star Wars: The Force Awakens,"30 years after the Empire's defeat, Rey, a desert scavenger, and Finn, a former stormtrooper, must join Han Solo and Chewbacca to face Kylo Ren.",J. J. Abrams,"Daisy Ridley,
John Boyega,
Oscar Isaac",John Williams,Star Wars 7
12/25/2015,Concussion,"In 2000s Pittsburgh, forensic pathologist Bennet uncovers the truth about brain damage in football players who suffer repeated head injuries playing.",Peter Landesman,"Will Smith,
Alec Baldwin,
Gugu Mbatha-Raw",James Newton Howard,
12/25/2015,Daddy's Home,A mild-mannered radio executive stepfather vies for the attention of his wife's children when their muscular and charming biological father returns.,Sean Anders,"Will Ferrell,
Mark Wahlberg,
Linda Cardellini",Michael Andrews,
12/25/2015,Joy,A struggling Long Island single mother living with a large family designs and builds the self-wringing Miracle Mop. She rises to become a rich founder.,David O. Russell,"Jennifer Lawrence,
Robert De Niro,
Édgar Ramírez","West Dylan Thordson,
David Campbell",
12/25/2015,The Hateful Eight,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Quentin Tarantino,"Samuel L. Jackson,
Kurt Russell,
Jennifer Jason Leigh",Ennio Morricone,
12/25/2015,The Revenant,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by his own hunting team.,Alejandro G. Iñárritu,"Leonardo DiCaprio,
Tom Hardy,
Domhnall Gleeson","Ryuichi Sakamoto,
Alva Noto",
01/15/2016,13 Hours: The Secret Soldiers of Benghazi,"In 2012, six Annex Security Team members fight to defend the U.S. diplomatic compound in Libya after waves of attacks by militants but struggle.",Michael Bay,"John Krasinski,
James Badge Dale,
Max Martini",Lorne Balfe,
01/15/2016,Norm of the North,"When real estate development invades his Arctic home, Norm and his three lemming friends head to New York, where Norm becomes mascot of the corporation in an attempt to protect his homeland.",Trevor Wall,"Rob Schneider,
Heather Graham,
Ken Jeong",Stephen McKeon,
01/15/2016,Ride Along 2,"As his wedding day approaches, policeman Ben goes to Miami with future brother-in-law James to bring down a crime lord supporting drug dealers.",Tim Story,"Ice Cube,
Kevin Hart,
Ken Jeong",Christopher Lennertz,
01/22/2016,Dirty Grandpa,"Right before his wedding, lawyer Jason is tricked into driving his grandfather, a lecherous ex-Army Lieutenant Colonel, to Florida for a spring break.",Dan Mazer,"Robert De Niro,
Zac Efron,
Zoey Deutch",Michael Andrews,
01/22/2016,The 5th Wave,"Four waves of increasingly deadly alien attacks leave most of Earth in ruin. Cassie is on the run, desperately trying to save her younger brother.",J Blakeson,"Chloë Grace Moretz,
Nick Robinson,
Ron Livingston",Henry Jackman,
01/22/2016,The Boy,"American nanny Greta learns her English family's child is a life-sized doll. After she violates a list of strict rules, strange events convince her he lives.",William Brent Bell,"Lauren Cohan,
Rupert Evans,
Jim Norton",Bear McCreary,
01/29/2016,Fifty Shades of Black,Christian Black introduces shy student Hannah to the world of romance after she interviews him. He has shortcomings as a lover and a racist mother.,Michael Tiddes,"Marlon Wayans,
Kali Hawk,
Affion Crockett",Jim Dooley,
01/29/2016,Jane Got a Gun,A woman with a daughter asks her ex-lover who left her to fight in the Civil War for help to defend her injured outlaw husband from a vicious gang.,Gavin O'Connor,"Natalie Portman,
Joel Edgerton,
Noah Emmerich","Lisa Gerrard,
Marcello De Francisci",
01/29/2016,Kung Fu Panda 3,Po enters a secret panda village and reunites with his birth father. Spirit warrior yak Kai moves to the mortal realm and steals qi from kung fu masters.,"Jennifer Yuh Nelson,
Alessandro Carloni","Jack Black,
Bryan Cranston,
Dustin Hoffman",Hans Zimmer,
01/29/2016,The Finest Hours,"In 1952, the Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard.",Craig Gillespie,"Chris Pine,
Casey Affleck,
Ben Foster",Carter Burwell,
02/05/2016,"Hail, Caesar!","In 1951, a Hollywood fixer keeps a swimmer, an angry director, a singing cowboy, and a dancer in line. A dim-witted movie star is held for ransom.","Joel Coen,
Ethan Coen","Josh Brolin,
George Clooney,
Alden Ehrenreich",Carter Burwell,
02/05/2016,Pride and Prejudice and Zombies,"In 19th century England, five sisters cope with the pressures to marry while protecting themselves from a growing population of attacking zombies.",Burr Steers,"Lily James,
Sam Riley,
Bella Heathcote",Fernando Velázquez,
02/12/2016,Deadpool,A wisecracking mercenary becomes immortal but ugly in an experiment. He seeks a cure from the man who ruined his looks to rejoin his girlfriend.,Tim Miller,"Ryan Reynolds,
Morena Baccarin,
Ed Skrein",Tom Holkenborg,
02/12/2016,How to Be Single,"In New York, paralegal Alice, her OB/GYN sister Meg, Australian Robin, and online dater Lucy are at different emotional stages of their single lives.",Christian Ditter,"Dakota Johnson,
Rebel Wilson,
Damon Wayans Jr.",Fil Eisler,
02/12/2016,Zoolander 2,"Derek and Hansel are lured into modelling again, in Rome, where they find themselves the target of a sinister conspiracy.",Ben Stiller,"Ben Stiller,
Owen Wilson,
Will Ferrell",Theodore Shapiro,
02/19/2016,Race,"In 1936, track and field runner Jesse Owens is an athlete in the Berlin Olympics. Despite opposition from the NAACP and Nazis, he wins gold medals.",Stephen Hopkins,"Stephan James,
Jason Sudeikis,
Jeremy Irons",Rachel Portman,
02/19/2016,The Witch,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic, and possession.",Robert Eggers,"Anya Taylor-Joy,
Ralph Ineson,
Kate Dickie",Mark Korven,
02/26/2016,"Crouching Tiger, Hidden Dragon: Sword of Destiny","Still mourning, Yu Shu Lien returns to protect the Green Destiny sword with two warriors. A warlord sends lieutenants for it to head the Martial World.",Yuen Woo-ping,"Donnie Yen,
Michelle Yeoh,
Harry Shum, Jr.",Shigeru Umebayashi,"Crouching Tiger, Hidden Dragon 2"
02/26/2016,Eddie the Eagle,"In 1988, a tenacious British skier trained by a past champion becomes the first athlete to represent Great Britain in Olympic ski jumping since 1928.",Dexter Fletcher,"Taron Egerton,
Hugh Jackman,
Christopher Walken",Matthew Margeson,
